sentence	sentence_id	locale	reason
Tocar algum concerto de T. S. Monk.	f83712ed160a3b2f3a088f98fd82cf71437bc73bdd171b0fe1a3f440b8567a9e	pt	difficult-pronounce
Muitas pessoas em Berkshire? Surrey? e Middlesex devem ter visto isso.	530dd08587e960eb6737a4ebfff73e80eff1a19002266f34ccdfe2de897ee08d	pt	grammar-or-spelling
Muitas pessoas em Berkshire? Surrey? e Middlesex devem ter visto isso.	530dd08587e960eb6737a4ebfff73e80eff1a19002266f34ccdfe2de897ee08d	pt	different-language
Muitas pessoas em Berkshire? Surrey? e Middlesex devem ter visto isso.	530dd08587e960eb6737a4ebfff73e80eff1a19002266f34ccdfe2de897ee08d	pt	difficult-pronounce
Sacramento, em Calafornia, provavelmente terá conexão de alta velocidade em breve.	294f348078f15f2d34cfece45df2a5a2f30c991ac6c91e23219296d205e54a96	pt	grammar-or-spelling
Quero reservar um restaurante ao ar livre para sab.	068655ce868b25727ecd5b77af34f741833ac51c220f8f1e9fd2e710d3c83027	pt	grammar-or-spelling
Uma criança brinca em uma piscina enquanto usa floaties laranja.	7da0fbd9692838ce9f1bc14eabd007d3cbffa37fa11972199ba1fdf7f23a83b7	pt	grammar-or-spelling
Um bebê dormindo com um Binky verde em sua boca.	347bb93cd99fcab8c2a2cdc58e8ff923652d156c871d2148f106fbd5e9a981a4	pt	grammar-or-spelling
Um bebê dormindo com um Binky verde em sua boca.	347bb93cd99fcab8c2a2cdc58e8ff923652d156c871d2148f106fbd5e9a981a4	pt	different-language
me dê a previsão para a próxima terça-feira. para Ree Heights	79621c1b64b1bafb5e59e852a8a87418319f958b499fc109d047820029f9dcba	pt	grammar-or-spelling
me dê a previsão para a próxima terça-feira. para Ree Heights	79621c1b64b1bafb5e59e852a8a87418319f958b499fc109d047820029f9dcba	pt	different-language
Você sabe todos os presidentes to Estados Unidos?	1a938ffa3eded2764fa1653497c7ba2da35d1923273972f492d3b9a39badf7c0	pt	grammar-or-spelling
Por favor, procure o programa de televisão Jenny of the Prairie.	ef12d8438b8d89f33da6336d08b1f23225d64c9bf42bf4ddb6cf4ce923621649	pt	different-language
Por favor, procure o programa de televisão Jenny of the Prairie.	ef12d8438b8d89f33da6336d08b1f23225d64c9bf42bf4ddb6cf4ce923621649	pt	grammar-or-spelling
Por favor, procure o programa de televisão Jenny of the Prairie.	ef12d8438b8d89f33da6336d08b1f23225d64c9bf42bf4ddb6cf4ce923621649	pt	difficult-pronounce
Por favor, encontre-me o trailer Irish Pictorial Weekly.	079fa3f9250b454898417534c54e19994810baea0e36bda208314186e9bded14	pt	grammar-or-spelling
Por favor, encontre-me o trailer Irish Pictorial Weekly.	079fa3f9250b454898417534c54e19994810baea0e36bda208314186e9bded14	pt	different-language
Por favor, encontre-me o trailer Irish Pictorial Weekly.	079fa3f9250b454898417534c54e19994810baea0e36bda208314186e9bded14	pt	difficult-pronounce
Uma mulher nova carrega muitos scarves coloridos na praia.	19a60289b30e0dc3855f37eec14c11bbc56d6137fe98aaf2b42b665ed9657697	pt	grammar-or-spelling
Colina de George e os bosques de Painshill.	fa4ddf138515cd905d4200bdbd2a2fa6e99e74a51f1b591cd7fdf693f347e584	pt	grammar-or-spelling
Colina de George e os bosques de Painshill.	fa4ddf138515cd905d4200bdbd2a2fa6e99e74a51f1b591cd7fdf693f347e584	pt	different-language
Colina de George e os bosques de Painshill.	fa4ddf138515cd905d4200bdbd2a2fa6e99e74a51f1b591cd7fdf693f347e584	pt	difficult-pronounce
Por favor, procure a fotografia? The New People.	17e18f8c6759fb948e4989f1538933f550fd1ae3c491cc9feb438e923cbda0c9	pt	grammar-or-spelling
Por favor, procure a fotografia? The New People.	17e18f8c6759fb948e4989f1538933f550fd1ae3c491cc9feb438e923cbda0c9	pt	different-language
Por favor, procure a fotografia? The New People.	17e18f8c6759fb948e4989f1538933f550fd1ae3c491cc9feb438e923cbda0c9	pt	difficult-pronounce
Posso ouvir o mais novo canto de Jeremy Taggart no Deezer?	0da16ec0ea2946277a4eccc5dc29313b1d3d665a68cf1569594001a165b831c1	pt	grammar-or-spelling
Posso ouvir o mais novo canto de Jeremy Taggart no Deezer?	0da16ec0ea2946277a4eccc5dc29313b1d3d665a68cf1569594001a165b831c1	pt	different-language
Posso ouvir o mais novo canto de Jeremy Taggart no Deezer?	0da16ec0ea2946277a4eccc5dc29313b1d3d665a68cf1569594001a165b831c1	pt	difficult-pronounce
o Planetário Calouste Gulbenkian está aberto.	20e6c3f6eb44ae8b19451d90fc5a2bd1e8d1828158bc49747aa530216226e776	pt	grammar-or-spelling
o Planetário Calouste Gulbenkian está aberto.	20e6c3f6eb44ae8b19451d90fc5a2bd1e8d1828158bc49747aa530216226e776	pt	different-language
o Planetário Calouste Gulbenkian está aberto.	20e6c3f6eb44ae8b19451d90fc5a2bd1e8d1828158bc49747aa530216226e776	pt	difficult-pronounce
Uma seção da estrada de Zhongzheng, distrito de Danshui, cidade nova de Taipei	0994224651f45bc44e31444eb41672b115b2ce1c37d08ac94ee66a9295a8bdab	pt	grammar-or-spelling
Uma seção da estrada de Zhongzheng, distrito de Danshui, cidade nova de Taipei	0994224651f45bc44e31444eb41672b115b2ce1c37d08ac94ee66a9295a8bdab	pt	different-language
Uma seção da estrada de Zhongzheng, distrito de Danshui, cidade nova de Taipei	0994224651f45bc44e31444eb41672b115b2ce1c37d08ac94ee66a9295a8bdab	pt	difficult-pronounce
Você viu o Hollie?	0a6080f74e99e26b43deca019a12af8493e88076bf3cbb2488fbc8c50de43570	pt	grammar-or-spelling
Você viu o Hollie?	0a6080f74e99e26b43deca019a12af8493e88076bf3cbb2488fbc8c50de43570	pt	different-language
Você viu o Hollie?	0a6080f74e99e26b43deca019a12af8493e88076bf3cbb2488fbc8c50de43570	pt	difficult-pronounce
Montras em uma rua quase vazia? Uma pessoa empurrando um carrinho está à distância.	09a5903124392fae2369a80a02765ee927c600a9bd8f96a6e8478a2be1ef9cad	pt	grammar-or-spelling
Eu tenho uma casa em Luzhou.	52cc3e6f1e693d7b249227e5d56b9a67edf36052b8d4f458bb40067d249c0650	pt	different-language
Eu tenho uma casa em Luzhou.	52cc3e6f1e693d7b249227e5d56b9a67edf36052b8d4f458bb40067d249c0650	pt	grammar-or-spelling
Youtube Pewdiepie.	518022bf6050fea233b1c3fdd287828d0ad615c7f706c8aec181adbb01aef5fc	pt	grammar-or-spelling
Youtube Pewdiepie.	518022bf6050fea233b1c3fdd287828d0ad615c7f706c8aec181adbb01aef5fc	pt	different-language
Youtube Pewdiepie.	518022bf6050fea233b1c3fdd287828d0ad615c7f706c8aec181adbb01aef5fc	pt	difficult-pronounce
Uma seção da estrada de Zhongzheng, distrito de Danshui, cidade nova de Taipei	0994224651f45bc44e31444eb41672b115b2ce1c37d08ac94ee66a9295a8bdab	pt	different-language
Uma seção da estrada de Zhongzheng, distrito de Danshui, cidade nova de Taipei	0994224651f45bc44e31444eb41672b115b2ce1c37d08ac94ee66a9295a8bdab	pt	grammar-or-spelling
Uma seção da estrada de Zhongzheng, distrito de Danshui, cidade nova de Taipei	0994224651f45bc44e31444eb41672b115b2ce1c37d08ac94ee66a9295a8bdab	pt	difficult-pronounce
está nublado no Turquemenistão	6b1119802abd5a1df557293f39895f8154c6edb9d3631aa916885c22fa53f2e7	pt	grammar-or-spelling
está nublado no Turquemenistão	6b1119802abd5a1df557293f39895f8154c6edb9d3631aa916885c22fa53f2e7	pt	different-language
está nublado no Turquemenistão	6b1119802abd5a1df557293f39895f8154c6edb9d3631aa916885c22fa53f2e7	pt	difficult-pronounce
Temo que seja o Steve Tina.	4afcb589fb2fd5feef804449aae1b7cf6bec75561000d82eebf91e1aa1bd272e	pt	grammar-or-spelling
Temo que seja o Steve Tina.	4afcb589fb2fd5feef804449aae1b7cf6bec75561000d82eebf91e1aa1bd272e	pt	different-language
Temo que seja o Steve Tina.	4afcb589fb2fd5feef804449aae1b7cf6bec75561000d82eebf91e1aa1bd272e	pt	difficult-pronounce
Tocar algum concerto de T. S. Monk.	f83712ed160a3b2f3a088f98fd82cf71437bc73bdd171b0fe1a3f440b8567a9e	pt	grammar-or-spelling
Tocar algum concerto de T. S. Monk.	f83712ed160a3b2f3a088f98fd82cf71437bc73bdd171b0fe1a3f440b8567a9e	pt	different-language
Adicione a faixa da brat à lista de reprodução Soak Up The Sun.	e5e1b316b5777bb54a3a28472ced4b7ffc286779f45b130da30733cd329b2387	pt	grammar-or-spelling
Adicione a faixa da brat à lista de reprodução Soak Up The Sun.	e5e1b316b5777bb54a3a28472ced4b7ffc286779f45b130da30733cd329b2387	pt	different-language
Adicione a faixa da brat à lista de reprodução Soak Up The Sun.	e5e1b316b5777bb54a3a28472ced4b7ffc286779f45b130da30733cd329b2387	pt	difficult-pronounce
Você esquece o poder que sempre vigia o Morning Post.	ed656291b171ea19c5aae5edb26a11701eeac4f71911f843f5426ab914d25619	pt	grammar-or-spelling
Você esquece o poder que sempre vigia o Morning Post.	ed656291b171ea19c5aae5edb26a11701eeac4f71911f843f5426ab914d25619	pt	different-language
Você esquece o poder que sempre vigia o Morning Post.	ed656291b171ea19c5aae5edb26a11701eeac4f71911f843f5426ab914d25619	pt	difficult-pronounce
Procure o jogo Whitehorse	a0bd48a9acf32c455910844f75754d796e9abf10e61e198c49caf472bbfad89c	pt	grammar-or-spelling
Procure o jogo Whitehorse	a0bd48a9acf32c455910844f75754d796e9abf10e61e198c49caf472bbfad89c	pt	different-language
adicionar erik santos na minha lista de reprodução Metal Xplorer	0823c398c7194fd882a739fac4d0cce82e56a7f561b089a9d8b28544b1632ddc	pt	grammar-or-spelling
adicionar erik santos na minha lista de reprodução Metal Xplorer	0823c398c7194fd882a739fac4d0cce82e56a7f561b089a9d8b28544b1632ddc	pt	different-language
adicionar erik santos na minha lista de reprodução Metal Xplorer	0823c398c7194fd882a739fac4d0cce82e56a7f561b089a9d8b28544b1632ddc	pt	difficult-pronounce
Tocar Enquanto esperávamos por Sippie Wallace no Vimeo	656f1393d6052683b9cc50e7dc1ea5bd2d2d81ef0a05fa6ecd709ba0457fe496	pt	different-language
Tocar Enquanto esperávamos por Sippie Wallace no Vimeo	656f1393d6052683b9cc50e7dc1ea5bd2d2d81ef0a05fa6ecd709ba0457fe496	pt	difficult-pronounce
Tocar Enquanto esperávamos por Sippie Wallace no Vimeo	656f1393d6052683b9cc50e7dc1ea5bd2d2d81ef0a05fa6ecd709ba0457fe496	pt	grammar-or-spelling
James Madison e James Monroe foram presidentes do Estados Unidos.	406600d599e269c6544374e7d7db76ded246e30931cac556f53b17cd833aa382	pt	grammar-or-spelling
Como Peter Lovelace conseguiu essa arma?	1677eb7f6f7db119f42f6652bba3493c894939ea0c259a4799be5cb25f0765de	pt	grammar-or-spelling
Como Peter Lovelace conseguiu essa arma?	1677eb7f6f7db119f42f6652bba3493c894939ea0c259a4799be5cb25f0765de	pt	different-language
Uma mulher coloca em um sofá em um quintal.	6aae88766580de1733992dcf349c6fd8400ce1a5eeee2b6f7987d228ccf796bf	pt	grammar-or-spelling
Você sabe todos os presidentes to Estados Unidos?	1a938ffa3eded2764fa1653497c7ba2da35d1923273972f492d3b9a39badf7c0	pt	grammar-or-spelling
Uma mulher nova carrega muitos scarves coloridos na praia.	19a60289b30e0dc3855f37eec14c11bbc56d6137fe98aaf2b42b665ed9657697	pt	grammar-or-spelling
Temo que seja o Steve Tina.	4afcb589fb2fd5feef804449aae1b7cf6bec75561000d82eebf91e1aa1bd272e	pt	grammar-or-spelling
Temo que seja o Steve Tina.	4afcb589fb2fd5feef804449aae1b7cf6bec75561000d82eebf91e1aa1bd272e	pt	different-language
Temo que seja o Steve Tina.	4afcb589fb2fd5feef804449aae1b7cf6bec75561000d82eebf91e1aa1bd272e	pt	difficult-pronounce
Como Peter Lovelace conseguiu essa arma?	1677eb7f6f7db119f42f6652bba3493c894939ea0c259a4799be5cb25f0765de	pt	grammar-or-spelling
Como Peter Lovelace conseguiu essa arma?	1677eb7f6f7db119f42f6652bba3493c894939ea0c259a4799be5cb25f0765de	pt	different-language
Como Peter Lovelace conseguiu essa arma?	1677eb7f6f7db119f42f6652bba3493c894939ea0c259a4799be5cb25f0765de	pt	difficult-pronounce
Ogilvy assistiu até um e depois desistiu.	41627dc15a53e71ffc8caf345efdf45dfe3f2b168f53f279c35062937ce5f13c	pt	grammar-or-spelling
Ogilvy assistiu até um e depois desistiu.	41627dc15a53e71ffc8caf345efdf45dfe3f2b168f53f279c35062937ce5f13c	pt	difficult-pronounce
Ogilvy assistiu até um e depois desistiu.	41627dc15a53e71ffc8caf345efdf45dfe3f2b168f53f279c35062937ce5f13c	pt	different-language
Encontre os horários dos filmes no Bow Tie Cinemas.	6754e71c88d7a0e777aa8c9d0481b0902d9641c8d6ec16c188ca31e43331be97	pt	grammar-or-spelling
Encontre os horários dos filmes no Bow Tie Cinemas.	6754e71c88d7a0e777aa8c9d0481b0902d9641c8d6ec16c188ca31e43331be97	pt	different-language
Encontre os horários dos filmes no Bow Tie Cinemas.	6754e71c88d7a0e777aa8c9d0481b0902d9641c8d6ec16c188ca31e43331be97	pt	difficult-pronounce
"Meu nome é Melchizedek?", disse o velho.	c1571a50fea0420fd6062b3eb24bf2200c5288c832ead5e4da1c00806064b4d5	pt	grammar-or-spelling
"Meu nome é Melchizedek?", disse o velho.	c1571a50fea0420fd6062b3eb24bf2200c5288c832ead5e4da1c00806064b4d5	pt	different-language
"Meu nome é Melchizedek?", disse o velho.	c1571a50fea0420fd6062b3eb24bf2200c5288c832ead5e4da1c00806064b4d5	pt	difficult-pronounce
North City está servindo a Taipei Youth Career Development Center	07594a45505f0814d5efa733e11f1157df48c65762b2eb90d30157255f3e910a	pt	grammar-or-spelling
North City está servindo a Taipei Youth Career Development Center	07594a45505f0814d5efa733e11f1157df48c65762b2eb90d30157255f3e910a	pt	different-language
North City está servindo a Taipei Youth Career Development Center	07594a45505f0814d5efa733e11f1157df48c65762b2eb90d30157255f3e910a	pt	difficult-pronounce
minhas ferias foram ótimas penas que você não foi	e4e5bd488520c31c1d0b8e80ecd96ec233dbfede2183e38da219aab7d3d44063	pt	grammar-or-spelling
Chegamos na estação do parque Yuanshan	6321d2d0fa207242004358f5bdc41a2f71d7c8a97c0fb5256a406da3220096c0	pt	different-language
Chegamos na estação do parque Yuanshan	6321d2d0fa207242004358f5bdc41a2f71d7c8a97c0fb5256a406da3220096c0	pt	difficult-pronounce
Goku possui apenas o poder do protagonismo.	6f09f37bb57147e6072eb29b1f52152b7ca3fc3c890bc609e49cc7359c6a20f6	pt	different-language
Goku possui apenas o poder do protagonismo.	6f09f37bb57147e6072eb29b1f52152b7ca3fc3c890bc609e49cc7359c6a20f6	pt	difficult-pronounce
Goku possui apenas o poder do protagonismo.	6f09f37bb57147e6072eb29b1f52152b7ca3fc3c890bc609e49cc7359c6a20f6	pt	grammar-or-spelling
Um breakdancer da cidade começa a girar	507b1ed695fe353d84437193cd3f78cb111ae6aeaf29841c78ddb2eda95054cb	pt	grammar-or-spelling
Um breakdancer da cidade começa a girar	507b1ed695fe353d84437193cd3f78cb111ae6aeaf29841c78ddb2eda95054cb	pt	different-language
Você sabe todos os presidentes to Estados Unidos?	1a938ffa3eded2764fa1653497c7ba2da35d1923273972f492d3b9a39badf7c0	pt	grammar-or-spelling
Reestruturação do tráfego na cidade de Kaohsiung	7187c8a95c52ff7203089ca7b08ad4c85d35e931729d842c9ac9ab199c632e41	pt	grammar-or-spelling
Reestruturação do tráfego na cidade de Kaohsiung	7187c8a95c52ff7203089ca7b08ad4c85d35e931729d842c9ac9ab199c632e41	pt	different-language
Reestruturação do tráfego na cidade de Kaohsiung	7187c8a95c52ff7203089ca7b08ad4c85d35e931729d842c9ac9ab199c632e41	pt	difficult-pronounce
Eu quero ouvir o Electroclash	9c2f0c389fb3be6aaf47a502303a3a44b9ee264ab86862501ecc54da660c793c	pt	grammar-or-spelling
Eu quero ouvir o Electroclash	9c2f0c389fb3be6aaf47a502303a3a44b9ee264ab86862501ecc54da660c793c	pt	different-language
Eu quero ouvir o Electroclash	9c2f0c389fb3be6aaf47a502303a3a44b9ee264ab86862501ecc54da660c793c	pt	difficult-pronounce
Chegamos na estação do parque Yuanshan	6321d2d0fa207242004358f5bdc41a2f71d7c8a97c0fb5256a406da3220096c0	pt	grammar-or-spelling
Chegamos na estação do parque Yuanshan	6321d2d0fa207242004358f5bdc41a2f71d7c8a97c0fb5256a406da3220096c0	pt	different-language
Chegamos na estação do parque Yuanshan	6321d2d0fa207242004358f5bdc41a2f71d7c8a97c0fb5256a406da3220096c0	pt	difficult-pronounce
Quantos anos tem Ellie Goulding?	67a06eb010e781506182b660ab087f27814c82b2d817550913351ced0202d1ca	pt	grammar-or-spelling
Quantos anos tem Ellie Goulding?	67a06eb010e781506182b660ab087f27814c82b2d817550913351ced0202d1ca	pt	different-language
Você sabe todos os presidentes to Estados Unidos?	1a938ffa3eded2764fa1653497c7ba2da35d1923273972f492d3b9a39badf7c0	pt	grammar-or-spelling
Você não pode ver o Sr. Dan.	502f172100304ae884fe2071497cac858c0f571c86c704a816a41dba80d61610	pt	grammar-or-spelling
Você não pode ver o Sr. Dan.	502f172100304ae884fe2071497cac858c0f571c86c704a816a41dba80d61610	pt	different-language
Você não pode ver o Sr. Dan.	502f172100304ae884fe2071497cac858c0f571c86c704a816a41dba80d61610	pt	difficult-pronounce
Encontre os horários dos filmes no Bow Tie Cinemas.	6754e71c88d7a0e777aa8c9d0481b0902d9641c8d6ec16c188ca31e43331be97	pt	grammar-or-spelling
Encontre os horários dos filmes no Bow Tie Cinemas.	6754e71c88d7a0e777aa8c9d0481b0902d9641c8d6ec16c188ca31e43331be97	pt	different-language
Encontre os horários dos filmes no Bow Tie Cinemas.	6754e71c88d7a0e777aa8c9d0481b0902d9641c8d6ec16c188ca31e43331be97	pt	difficult-pronounce
O módulo multi-edit é um bom lugar para começar.	4d143c911bfc90ce23c0f026f4b13d54b2117ef3fcb0fea766207ea3b0a6816f	pt	grammar-or-spelling
O módulo multi-edit é um bom lugar para começar.	4d143c911bfc90ce23c0f026f4b13d54b2117ef3fcb0fea766207ea3b0a6816f	pt	different-language
Mãe de Tim Cook.	67a547fa27629b028b0d8a896f008a1c9ca372bab1f9d3b241f8b384be031697	pt	grammar-or-spelling
Mãe de Tim Cook.	67a547fa27629b028b0d8a896f008a1c9ca372bab1f9d3b241f8b384be031697	pt	different-language
Mãe de Tim Cook.	67a547fa27629b028b0d8a896f008a1c9ca372bab1f9d3b241f8b384be031697	pt	difficult-pronounce
Montras em uma rua quase vazia? Uma pessoa empurrando um carrinho está à distância.	09a5903124392fae2369a80a02765ee927c600a9bd8f96a6e8478a2be1ef9cad	pt	grammar-or-spelling
Montras em uma rua quase vazia? Uma pessoa empurrando um carrinho está à distância.	09a5903124392fae2369a80a02765ee927c600a9bd8f96a6e8478a2be1ef9cad	pt	different-language
"Meu nome é Melchizedek?", disse o velho.	c1571a50fea0420fd6062b3eb24bf2200c5288c832ead5e4da1c00806064b4d5	pt	grammar-or-spelling
"Meu nome é Melchizedek?", disse o velho.	c1571a50fea0420fd6062b3eb24bf2200c5288c832ead5e4da1c00806064b4d5	pt	different-language
"Meu nome é Melchizedek?", disse o velho.	c1571a50fea0420fd6062b3eb24bf2200c5288c832ead5e4da1c00806064b4d5	pt	difficult-pronounce
Sacramento, em Calafornia, provavelmente terá conexão de alta velocidade em breve.	294f348078f15f2d34cfece45df2a5a2f30c991ac6c91e23219296d205e54a96	pt	grammar-or-spelling
Por favor, procure a fotografia? The New People.	17e18f8c6759fb948e4989f1538933f550fd1ae3c491cc9feb438e923cbda0c9	pt	grammar-or-spelling
Por favor, procure a fotografia? The New People.	17e18f8c6759fb948e4989f1538933f550fd1ae3c491cc9feb438e923cbda0c9	pt	different-language
Por favor, procure a fotografia? The New People.	17e18f8c6759fb948e4989f1538933f550fd1ae3c491cc9feb438e923cbda0c9	pt	difficult-pronounce
Colina de George e os bosques de Painshill.	fa4ddf138515cd905d4200bdbd2a2fa6e99e74a51f1b591cd7fdf693f347e584	pt	grammar-or-spelling
Colina de George e os bosques de Painshill.	fa4ddf138515cd905d4200bdbd2a2fa6e99e74a51f1b591cd7fdf693f347e584	pt	different-language
Colina de George e os bosques de Painshill.	fa4ddf138515cd905d4200bdbd2a2fa6e99e74a51f1b591cd7fdf693f347e584	pt	difficult-pronounce
minhas ferias foram ótimas penas que você não foi	e4e5bd488520c31c1d0b8e80ecd96ec233dbfede2183e38da219aab7d3d44063	pt	grammar-or-spelling
minhas ferias foram ótimas penas que você não foi	e4e5bd488520c31c1d0b8e80ecd96ec233dbfede2183e38da219aab7d3d44063	pt	difficult-pronounce
Tu comestes 'bem? se tu vieres sozinho disse dos infortúnios	68baed069b259289a2eebf547b212f210fe62c152c409e3934476bb183f7dcff	pt	grammar-or-spelling
Toby disse, ele vai processar sua ex-esposa.	2aedbff7a97baf91c821707d92e06195350fefb7f4f9eb15062dd39d2d309865	pt	grammar-or-spelling
Toby disse, ele vai processar sua ex-esposa.	2aedbff7a97baf91c821707d92e06195350fefb7f4f9eb15062dd39d2d309865	pt	different-language
Toby disse, ele vai processar sua ex-esposa.	2aedbff7a97baf91c821707d92e06195350fefb7f4f9eb15062dd39d2d309865	pt	difficult-pronounce
North City está servindo a Taipei Youth Career Development Center	07594a45505f0814d5efa733e11f1157df48c65762b2eb90d30157255f3e910a	pt	grammar-or-spelling
North City está servindo a Taipei Youth Career Development Center	07594a45505f0814d5efa733e11f1157df48c65762b2eb90d30157255f3e910a	pt	different-language
North City está servindo a Taipei Youth Career Development Center	07594a45505f0814d5efa733e11f1157df48c65762b2eb90d30157255f3e910a	pt	difficult-pronounce
Eu não estava preparado para suas pickles.	7c25f72ad435194131fcb02ef06667f23e7423f24b7f8da6875373f63ee1c5fa	pt	grammar-or-spelling
Eu não estava preparado para suas pickles.	7c25f72ad435194131fcb02ef06667f23e7423f24b7f8da6875373f63ee1c5fa	pt	different-language
adicione o Yamataka Eye à minha sofisticada lista de reprodução de jantar	5b3a441fd8d0a5e7b24abac3dcd4b65945a4e0d2f899731e4b8fb86d06fc6cba	pt	grammar-or-spelling
adicione o Yamataka Eye à minha sofisticada lista de reprodução de jantar	5b3a441fd8d0a5e7b24abac3dcd4b65945a4e0d2f899731e4b8fb86d06fc6cba	pt	different-language
Por favor, encontre-me o trailer Irish Pictorial Weekly.	079fa3f9250b454898417534c54e19994810baea0e36bda208314186e9bded14	pt	grammar-or-spelling
Por favor, encontre-me o trailer Irish Pictorial Weekly.	079fa3f9250b454898417534c54e19994810baea0e36bda208314186e9bded14	pt	different-language
Por favor, encontre-me o trailer Irish Pictorial Weekly.	079fa3f9250b454898417534c54e19994810baea0e36bda208314186e9bded14	pt	difficult-pronounce
Eu quero ouvir o álbum Picchio Dal Pozzo de Con Hunley	a2d0641c853f6ef5d24fba1ff746a8aec8976d866c27a6cd564e402886df3f57	pt	different-language
Eu quero ouvir o álbum Picchio Dal Pozzo de Con Hunley	a2d0641c853f6ef5d24fba1ff746a8aec8976d866c27a6cd564e402886df3f57	pt	grammar-or-spelling
Montras em uma rua quase vazia? Uma pessoa empurrando um carrinho está à distância.	09a5903124392fae2369a80a02765ee927c600a9bd8f96a6e8478a2be1ef9cad	pt	grammar-or-spelling
Montras em uma rua quase vazia? Uma pessoa empurrando um carrinho está à distância.	09a5903124392fae2369a80a02765ee927c600a9bd8f96a6e8478a2be1ef9cad	pt	different-language
Montras em uma rua quase vazia? Uma pessoa empurrando um carrinho está à distância.	09a5903124392fae2369a80a02765ee927c600a9bd8f96a6e8478a2be1ef9cad	pt	difficult-pronounce
Encontre os horários dos filmes no Bow Tie Cinemas.	6754e71c88d7a0e777aa8c9d0481b0902d9641c8d6ec16c188ca31e43331be97	pt	grammar-or-spelling
Encontre os horários dos filmes no Bow Tie Cinemas.	6754e71c88d7a0e777aa8c9d0481b0902d9641c8d6ec16c188ca31e43331be97	pt	different-language
Encontre os horários dos filmes no Bow Tie Cinemas.	6754e71c88d7a0e777aa8c9d0481b0902d9641c8d6ec16c188ca31e43331be97	pt	difficult-pronounce
Como Peter Lovelace conseguiu essa arma?	1677eb7f6f7db119f42f6652bba3493c894939ea0c259a4799be5cb25f0765de	pt	grammar-or-spelling
Como Peter Lovelace conseguiu essa arma?	1677eb7f6f7db119f42f6652bba3493c894939ea0c259a4799be5cb25f0765de	pt	different-language
Como Peter Lovelace conseguiu essa arma?	1677eb7f6f7db119f42f6652bba3493c894939ea0c259a4799be5cb25f0765de	pt	difficult-pronounce
minhas ferias foram ótimas penas que você não foi	e4e5bd488520c31c1d0b8e80ecd96ec233dbfede2183e38da219aab7d3d44063	pt	grammar-or-spelling
Um, grupo turistas, levando um passeio, ligado, um, carruagem puxada a cavalo	7d27e7c912da08ca414cdb85a3980f95351463e82d88906238d36d314a5e1d26	pt	grammar-or-spelling
Tocar Enquanto esperávamos por Sippie Wallace no Vimeo	656f1393d6052683b9cc50e7dc1ea5bd2d2d81ef0a05fa6ecd709ba0457fe496	pt	grammar-or-spelling
Tocar Enquanto esperávamos por Sippie Wallace no Vimeo	656f1393d6052683b9cc50e7dc1ea5bd2d2d81ef0a05fa6ecd709ba0457fe496	pt	different-language
Tocar Enquanto esperávamos por Sippie Wallace no Vimeo	656f1393d6052683b9cc50e7dc1ea5bd2d2d81ef0a05fa6ecd709ba0457fe496	pt	difficult-pronounce
Colina de George e os bosques de Painshill.	fa4ddf138515cd905d4200bdbd2a2fa6e99e74a51f1b591cd7fdf693f347e584	pt	different-language
Colina de George e os bosques de Painshill.	fa4ddf138515cd905d4200bdbd2a2fa6e99e74a51f1b591cd7fdf693f347e584	pt	difficult-pronounce
Colina de George e os bosques de Painshill.	fa4ddf138515cd905d4200bdbd2a2fa6e99e74a51f1b591cd7fdf693f347e584	pt	grammar-or-spelling
Me dê a lista de filmes no Santikos Theatres	1849f2b3061e03d729ad24ce7d209e5a79845afd9b26872efdcbaf3beb6d9c47	pt	grammar-or-spelling
Me dê a lista de filmes no Santikos Theatres	1849f2b3061e03d729ad24ce7d209e5a79845afd9b26872efdcbaf3beb6d9c47	pt	different-language
Me dê a lista de filmes no Santikos Theatres	1849f2b3061e03d729ad24ce7d209e5a79845afd9b26872efdcbaf3beb6d9c47	pt	difficult-pronounce
Adicionar esta música tomoyasu hotei à minha playlist de concentração	32b1da0825adc54295bd27263272115dc27fd93bcf5c991be99510e29b449ba5	pt	grammar-or-spelling
Adicionar esta música tomoyasu hotei à minha playlist de concentração	32b1da0825adc54295bd27263272115dc27fd93bcf5c991be99510e29b449ba5	pt	different-language
Adicionar esta música tomoyasu hotei à minha playlist de concentração	32b1da0825adc54295bd27263272115dc27fd93bcf5c991be99510e29b449ba5	pt	difficult-pronounce
Por favor, me dê a trilha sonora de Edgemont.	825a820623e4abb922f740676f135eab6177ac6300a00e3605e0c373a41f0d2d	pt	grammar-or-spelling
Por favor, me dê a trilha sonora de Edgemont.	825a820623e4abb922f740676f135eab6177ac6300a00e3605e0c373a41f0d2d	pt	different-language
Por favor, me dê a trilha sonora de Edgemont.	825a820623e4abb922f740676f135eab6177ac6300a00e3605e0c373a41f0d2d	pt	difficult-pronounce
há uma mesa disponível para minhas filhas e eu no The Octagon? Christchurch	78dc3f1ca95d029031a049ba22f41965033da6c9370cbd0c8e27271e8f46b5ad	pt	grammar-or-spelling
há uma mesa disponível para minhas filhas e eu no The Octagon? Christchurch	78dc3f1ca95d029031a049ba22f41965033da6c9370cbd0c8e27271e8f46b5ad	pt	different-language
há uma mesa disponível para minhas filhas e eu no The Octagon? Christchurch	78dc3f1ca95d029031a049ba22f41965033da6c9370cbd0c8e27271e8f46b5ad	pt	difficult-pronounce
