Word Error Rate,Gestalt Pattern Matching,Longest Common Subsequence
"0,3333333333","0,9333333333","0,9333333333"
0,1,1
"0,1666666667","0,9583333333","0,9583333333"
"0,1666666667","0,9743589744","0,9743589744"
"0,5","0,9090909091","0,9090909091"
"0,1666666667","0,96875","0,96875"
"0,1","0,9811320755","0,9811320755"
"0,1666666667","0,9705882353","0,9705882353"
"0,2857142857","0,9574468085","0,9574468085"
0,1,1
"0,2222222222","0,8958333333","0,8958333333"
"0,2857142857","0,9534883721","0,9534883721"
"0,2857142857","0,9534883721","0,9534883721"
"0,4","0,9375","0,9375"
"0,25","0,95","0,95"
"0,2","0,9615384615","0,9615384615"
"0,1428571429","0,9761904762","0,9761904762"
"0,1818181818","0,9841269841","0,9841269841"
"0,25","0,9636363636","0,9636363636"
"0,3333333333","0,9230769231","0,9230769231"
"0,07142857143","0,9861111111","0,9861111111"
"0,3333333333","0,9444444444","0,9444444444"
"0,1111111111","0,9814814815","0,9814814815"
"0,07692307692","0,9857142857","0,9857142857"
"0,07692307692","0,987654321","0,987654321"
"0,08333333333","0,9863013699","0,9863013699"
"0,1666666667","0,9696969697","0,9696969697"
"0,2222222222","0,9268292683","0,9268292683"
"0,125","0,975","0,975"
0,1,1
inf,0,0
"0,25","0,96","0,96"
"0,3333333333","0,9090909091","0,9090909091"
"0,3333333333","0,8387096774","0,8387096774"
"0,2142857143","0,9642857143","0,9642857143"
0,1,1
0,1,1
"0,2857142857","0,9361702128","0,9361702128"
"0,2222222222","0,9555555556","0,9555555556"
"0,25","0,9545454545","0,9545454545"
0,1,1
"0,2857142857","0,9411764706","0,9411764706"
"0,25","0,9607843137","0,9607843137"
"0,5","0,85","0,85"
"0,08333333333","0,9827586207","0,9827586207"
"0,1428571429","0,962962963","0,962962963"
"0,3333333333","0,95","0,95"
0,1,1
"0,2","0,95","0,95"
"0,2","0,9552238806","0,9552238806"
"0,1","0,9838709677","0,9838709677"
"0,25","0,9565217391","0,9565217391"
0,1,1
"0,3333333333","0,94","0,94"
"0,3333333333","0,9285714286","0,9285714286"
"0,1428571429","0,9782608696","0,9782608696"
0,1,1
"0,08333333333","0,984375","0,984375"
"0,2","0,9655172414","0,9655172414"
"0,2","0,9583333333","0,9583333333"
"0,25","0,9473684211","0,9473684211"
"0,1666666667","0,9583333333","0,9583333333"
"0,25","0,9583333333","0,9583333333"
"0,09090909091","0,9791666667","0,9791666667"
"0,25","0,9583333333","0,9583333333"
"0,1818181818","0,9655172414","0,9655172414"
0,1,1
"0,2","0,9523809524","0,9523809524"
"0,1111111111","0,9795918367","0,9795918367"
"0,08333333333","0,9868421053","0,9868421053"
"0,125","0,9811320755","0,9811320755"
"0,2","0,9666666667","0,9666666667"
"0,09090909091","0,9833333333","0,9833333333"
"0,2","0,9545454545","0,9545454545"
"0,2307692308","0,9666666667","0,9666666667"
0,1,1
"0,09090909091","0,9857142857","0,9857142857"
"0,08333333333","0,9857142857","0,9857142857"
"0,125","0,9838709677","0,9838709677"
"0,1666666667","0,9642857143","0,9642857143"
"0,1428571429","0,9714285714","0,9714285714"
0,1,1
"0,08333333333","0,9882352941","0,9882352941"
"0,1428571429","0,9795918367","0,9795918367"
"0,07692307692","0,9882352941","0,9882352941"
"0,09090909091","0,9824561404","0,9824561404"
"0,1428571429","0,9743589744","0,9743589744"
"0,09090909091","0,984375","0,984375"
"0,1428571429","0,9791666667","0,9791666667"
"0,1428571429","0,9696969697","0,9696969697"
"0,09090909091","0,9857142857","0,9857142857"
"0,07142857143","0,9863013699","0,9863013699"
"0,25","0,9666666667","0,9666666667"
"0,2","0,9583333333","0,9583333333"
"0,1666666667","0,9583333333","0,9583333333"
"0,2","0,9019607843","0,9019607843"
"0,3636363636","0,873015873","0,873015873"
"0,1428571429","0,9743589744","0,9743589744"
"0,3333333333","0,9473684211","0,9473684211"
"0,125","0,972972973","0,972972973"
"0,1666666667","0,9428571429",1
"0,2","0,9677419355","0,9677419355"
"0,1666666667","0,972972973","0,972972973"
"0,2727272727","0,9622641509","0,9622641509"
"0,1111111111","0,9830508475","0,9830508475"
"0,5","0,85","0,85"
"0,1428571429","0,9756097561","0,9756097561"
"0,07692307692","0,988372093","0,988372093"
"0,125","0,976744186","0,976744186"
"0,1111111111","0,9782608696","0,9782608696"
"0,1666666667","0,9666666667","0,9666666667"
"0,1666666667","0,9722222222","0,9722222222"
"0,2666666667","0,9459459459","0,9459459459"
"0,3333333333","0,9285714286","0,9285714286"
"0,4285714286","0,9459459459","0,9459459459"
"0,2","0,9655172414","0,9655172414"
"0,1666666667","0,9756097561","0,9756097561"
"0,2","0,9655172414","0,9655172414"
"0,125","0,9761904762","0,9761904762"
"0,1666666667","0,9473684211","0,9473684211"
"0,08333333333","0,9866666667",1
"0,2","0,9682539683","0,9682539683"
"0,1666666667","0,9642857143","0,9642857143"
"0,25","0,9565217391","0,9565217391"
"0,1818181818","0,9824561404","0,9824561404"
"0,1428571429","0,96875","0,96875"
"0,2222222222","0,9433962264","0,9433962264"
0,1,1
"0,1428571429","0,972972973","0,972972973"
"0,1","0,9833333333","0,9833333333"
"0,25","0,9666666667","0,9666666667"
"0,07692307692","0,9861111111","0,9861111111"
"0,1666666667","0,9722222222","0,9722222222"
"0,1111111111","0,9777777778","0,9777777778"
"0,3333333333","0,9722222222","0,9722222222"
"0,2","0,96875","0,96875"
"0,2","0,962962963","0,962962963"
"0,1111111111","0,9807692308","0,9807692308"
"0,1666666667","0,9516129032","0,9516129032"
"0,2222222222","0,9591836735","0,9591836735"
"0,07692307692","0,9605263158","0,9605263158"
0,1,1
"0,1538461538","0,9620253165","0,9620253165"
"0,1666666667","0,9714285714","0,9714285714"
"0,1","0,9852941176","0,9852941176"
"0,125","0,9807692308","0,9807692308"
0,1,1
"0,1538461538","0,9784946237","0,9784946237"
"0,125","0,9795918367","0,9795918367"
"0,25","0,9615384615","0,9615384615"
"0,25","0,9523809524","0,9523809524"
"0,09090909091","0,9838709677","0,9838709677"
"0,5","0,9615384615","0,9615384615"
"0,1666666667","0,9666666667","0,9666666667"
"0,125","0,975","0,975"
"0,3333333333","0,9318181818","0,9318181818"
"0,1666666667","0,9696969697","0,9696969697"
0,1,1
"0,2727272727","0,8059701493","0,8059701493"
"0,1818181818","0,96","0,96"
"0,375","0,9024390244","0,9024390244"
"0,1","0,9787234043","0,9787234043"
0,1,1
"0,2857142857","0,7708333333","0,7708333333"
"0,1538461538","0,9452054795","0,9452054795"
"0,2","0,9705882353","0,9705882353"
"0,2","0,9523809524","0,9523809524"
0,1,1
"0,1538461538","0,9705882353","0,9705882353"
"0,125","0,9772727273","0,9772727273"
"0,125","0,98","0,98"
"0,3636363636","0,8392857143","0,8392857143"
"0,1111111111","0,9787234043","0,9787234043"
"0,25","0,9666666667","0,9666666667"
"0,1428571429","0,9743589744","0,9743589744"
"0,1666666667","0,9722222222","0,9722222222"
"0,75","0,7894736842","0,7894736842"
"0,2","0,9565217391","0,9565217391"
"0,1428571429","0,9733333333","0,9733333333"
"0,1111111111","0,9782608696","0,9782608696"
"0,2","0,9736842105","0,9736842105"
"0,3333333333","0,95","0,95"
"0,09090909091","0,9836065574","0,9836065574"
"0,2","0,9649122807","0,9649122807"
"0,1818181818","0,9710144928","0,9710144928"
"0,2222222222","0,9636363636","0,9636363636"
"0,1428571429","0,9756097561","0,9756097561"
"0,1111111111","0,976744186","0,976744186"
"0,5","0,9411764706","0,9411764706"
"0,2","0,9310344828","0,9310344828"
"0,09090909091","0,9821428571","0,9821428571"
0,1,1
"0,2","0,9615384615","0,9615384615"
"0,6666666667","0,8260869565","0,8260869565"
"0,1666666667","0,972972973","0,972972973"
"0,1666666667","0,9756097561","0,9756097561"
0,1,1
"0,2857142857","0,8611111111","0,8611111111"
0,1,1
"0,2727272727","0,935483871","0,935483871"
"0,1428571429","0,9761904762","0,9761904762"
0,1,1
"0,1666666667","0,9722222222","0,9722222222"
0,1,1
"0,4","0,9393939394","0,9393939394"
"0,2","0,96","0,96"
"0,2","0,9677419355","0,9677419355"
"0,125","0,9777777778","0,9777777778"
"0,1666666667","0,9701492537","0,9701492537"
"0,2","0,962962963","0,962962963"
"0,2","0,962962963","0,962962963"
"0,1111111111","0,98","0,98"
"0,2222222222","0,9555555556","0,9555555556"
"0,3333333333","0,9183673469","0,9183673469"
0,1,1
"0,1111111111","0,9756097561","0,9756097561"
"0,1666666667","0,9642857143","0,9642857143"
"0,2","0,96","0,96"
"0,1111111111","0,9761904762","0,9761904762"
"0,25","0,96875","0,96875"
"0,1428571429","0,98","0,98"
"0,25","0,9692307692","0,9692307692"
"0,25","0,9473684211","0,9473684211"
"0,1111111111","0,9777777778","0,9777777778"
"0,4","0,9615384615",1
"0,25","0,9583333333","0,9583333333"
"0,3333333333","0,9583333333","0,9583333333"
"0,2","0,96","0,96"
"0,1","0,9857142857","0,9857142857"
"0,3333333333","0,95","0,95"
"0,1428571429","0,9736842105","0,9736842105"
"0,125","0,9811320755","0,9811320755"
"0,07142857143","0,9848484848","0,9848484848"
"0,1111111111","0,9811320755","0,9811320755"
"0,1111111111","0,9821428571","0,9821428571"
"0,6666666667","0,8125","0,8125"
"0,2","0,9736842105","0,9736842105"
"0,1666666667","0,9615384615","0,9615384615"
"0,2","0,9642857143","0,9642857143"
"0,1666666667","0,9466666667","0,9466666667"
0,1,1
"0,3333333333","0,9523809524","0,9523809524"
"0,2","0,96","0,96"
"0,09090909091","0,9827586207","0,9827586207"
"0,07142857143","0,9885057471","0,9885057471"
"0,08333333333","0,9848484848","0,9848484848"
"0,25","0,962962963","0,962962963"
"0,2222222222","0,9661016949","0,9661016949"
"0,07692307692","0,9852941176","0,9852941176"
"0,09090909091","0,9841269841","0,9841269841"
"0,25","0,9615384615","0,9615384615"
"0,3076923077","0,9310344828","0,9310344828"
"0,3333333333","0,9393939394","0,9393939394"
"0,1428571429","0,9743589744","0,9743589744"
0,1,1
"0,25","0,9375","0,9375"
"0,2222222222","0,9555555556","0,9555555556"
"0,2","0,9583333333","0,9583333333"
"0,3333333333","0,9166666667","0,9166666667"
"0,07142857143","0,987012987","0,987012987"
"0,1666666667","0,9692307692","0,9692307692"
"0,1428571429","0,9761904762","0,9761904762"
"0,1428571429","0,9705882353","0,9705882353"
1,"0,9","0,9"
"0,125","0,9791666667","0,9791666667"
"0,25","0,9545454545","0,9545454545"
"0,1666666667","0,9696969697","0,9696969697"
0,1,1
"0,2","0,9692307692","0,9692307692"
"0,1111111111","0,9791666667","0,9791666667"
0,1,1
"0,1538461538","0,9764705882","0,9764705882"
"0,1111111111","0,9836065574","0,9836065574"
0,1,1
"0,1","0,9814814815","0,9814814815"
"0,25","0,9047619048","0,9047619048"
0,1,1
"0,2","0,9473684211","0,9473684211"
"0,1428571429","0,9791666667","0,9791666667"
"0,125","0,9756097561","0,9756097561"
"0,125","0,9756097561","0,9756097561"
"0,3333333333","0,9696969697","0,9696969697"
"0,1818181818","0,96875","0,96875"
"0,1428571429","0,98","0,98"
0,1,1
"0,3333333333","0,95","0,95"
"0,125","0,9782608696","0,9782608696"
"0,1428571429","0,9761904762","0,9761904762"
0,1,1
"0,3","0,9552238806","0,9552238806"
"0,3333333333","0,95","0,95"
0,1,1
"0,3333333333","0,9259259259","0,9259259259"
"0,09090909091","0,9852941176","0,9852941176"
"0,08333333333","0,9811320755","0,9811320755"
"0,09090909091","0,9827586207","0,9827586207"
"0,4","0,9428571429","0,9428571429"
"0,1538461538","0,9746835443","0,9746835443"
"0,07142857143","0,9857142857","0,9857142857"
"0,08333333333","0,984375","0,984375"
"0,3333333333","0,9090909091","0,9090909091"
0,1,1
"0,25","0,9666666667","0,9666666667"
0,1,1
"0,125","0,9791666667","0,9791666667"
"0,08333333333","0,9818181818","0,9818181818"
"0,2","0,962962963","0,962962963"
"0,5","0,9166666667","0,9166666667"
"0,25","0,9473684211","0,9473684211"
"0,3333333333","0,9491525424","0,9491525424"
"0,125","0,9705882353","0,9705882353"
"0,2","0,96875","0,96875"
"0,07692307692","0,987012987","0,987012987"
"0,1666666667","0,9696969697","0,9696969697"
"0,25","0,96","0,96"
0,1,1
"0,1111111111","0,9375","0,9375"
"0,1428571429","0,975","0,975"
"0,1428571429","0,9722222222","0,9722222222"
"0,6","0,8421052632","0,8421052632"
0,1,1
"0,1111111111","0,975","0,975"
"0,2","0,9411764706","0,9411764706"
"0,125","0,9743589744","0,9743589744"
"0,1428571429","0,974025974","0,974025974"
"0,125","0,9722222222","0,9722222222"
"0,25","0,9523809524","0,9523809524"
"0,2727272727","0,9565217391","0,9565217391"
"0,1666666667","0,972972973","0,972972973"
"0,08333333333","0,9875","0,9875"
"0,125","0,9782608696","0,9782608696"
"0,1428571429","0,975","0,975"
"0,1666666667","0,9722222222","0,9722222222"
"0,5","0,95","0,95"
"0,3333333333","0,9523809524","0,9523809524"
"0,1666666667","0,9696969697","0,9696969697"
"0,1666666667","0,9722222222","0,9722222222"
0,1,1
"0,3333333333","0,95","0,95"
"0,2307692308","0,9066666667","0,9066666667"
1,"0,8125","0,8125"
"0,1","0,9818181818","0,9818181818"
"0,1666666667","0,92",1
"0,2","0,9583333333","0,9583333333"
"0,25","0,9655172414","0,9655172414"
"0,125","0,9772727273","0,9772727273"
"0,1666666667","0,96875","0,96875"
"0,1428571429","0,972972973","0,972972973"
0,1,1
"0,25","0,9583333333","0,9583333333"
"0,09090909091","0,9852941176","0,9852941176"
"0,2","0,96","0,96"
"0,25","0,9411764706","0,9411764706"
"0,3333333333","0,9333333333","0,9333333333"
"0,25","0,9705882353","0,9705882353"
"0,1666666667","0,9655172414","0,9655172414"
0,1,1
"0,1666666667","0,976744186","0,976744186"
"0,1666666667","0,9642857143","0,9642857143"
"0,2307692308","0,9620253165","0,9620253165"
"0,3333333333","0,7297297297","0,7297297297"
"0,1666666667","0,9230769231","0,9230769231"
"0,3333333333","0,9574468085","0,9574468085"
"0,1666666667","0,9655172414","0,9655172414"
"0,4","0,8888888889","0,8888888889"
"0,09090909091","0,9852941176","0,9852941176"
"0,09090909091","0,9846153846","0,9846153846"
0,1,1
"0,25","0,9285714286","0,9285714286"
"0,3333333333","0,9230769231","0,9230769231"
"0,1428571429","0,9791666667","0,9791666667"
"0,375","0,9285714286","0,9285714286"
"0,2307692308","0,9558823529","0,9558823529"
0,1,1
"0,25","0,9459459459","0,9459459459"
"0,1428571429","0,9772727273","0,9772727273"
"0,1428571429","0,9714285714","0,9714285714"
"0,1428571429","0,9655172414","0,9655172414"
"0,6","0,8787878788","0,8787878788"
"0,2727272727","0,9444444444","0,9444444444"
0,1,1
"0,4","0,8695652174","0,8695652174"
"0,3333333333","0,9142857143","0,9142857143"
"0,4","0,8709677419","0,8709677419"
"0,25","0,9523809524","0,9523809524"
"0,3333333333","0,9375","0,9375"
"0,1538461538","0,975308642","0,975308642"
"0,1","0,9833333333","0,9833333333"
"0,08333333333","0,9868421053","0,9868421053"
"0,25","0,8518518519","0,8518518519"
"0,09090909091","0,9836065574","0,9836065574"
0,1,1
0,1,1
"0,2","0,96","0,96"
"0,3333333333","0,9375","0,9375"
"0,25","0,962962963","0,962962963"
0,1,1
0,1,1
"0,75","0,9","0,9"
0,1,1
"0,1111111111","0,9833333333","0,9833333333"
"0,125","0,9756097561","0,9756097561"
0,1,1
"0,25","0,9444444444","0,9444444444"
"0,2","0,962962963","0,962962963"
"0,1111111111","0,9814814815","0,9814814815"
"0,09090909091","0,9848484848","0,9848484848"
"0,125","0,9545454545","0,9545454545"
"0,125","0,9743589744","0,9743589744"
"0,1666666667","0,9655172414","0,9655172414"
0,1,1
"0,3571428571","0,9444444444","0,9577464789"
"0,09090909091","0,9841269841","0,9841269841"
"0,1666666667","0,9655172414","0,9655172414"
"0,1","0,9795918367","0,9795918367"
"0,2","0,9545454545","0,9545454545"
"0,3333333333","0,9285714286","0,9285714286"
"0,1666666667","0,972972973","0,972972973"
"0,1","0,9824561404","0,9824561404"
"0,25","0,9333333333","0,9333333333"
"0,25","0,9523809524","0,9523809524"
"0,1428571429","0,9761904762","0,9761904762"
"0,1666666667","0,9722222222","0,9722222222"
"0,2","0,8888888889","0,8888888889"
0,1,1
0,1,1
0,1,1
"0,25","0,9545454545","0,9545454545"
"0,3333333333","0,9444444444","0,9444444444"
"0,1428571429","0,975","0,975"
"0,2727272727","0,9516129032","0,9672131148"
"0,2142857143","0,9638554217","0,9638554217"
"0,25","0,9387755102","0,9387755102"
"0,1428571429","0,9736842105","0,9736842105"
"0,3333333333","0,9444444444","0,9444444444"
"0,2142857143","0,9382716049","0,9382716049"
"0,125","0,9807692308","0,9807692308"
0,1,1
"0,1111111111","0,9772727273","0,9772727273"
"0,08333333333","0,9846153846","0,9846153846"
"0,2","0,9696969697","0,9696969697"
"0,1428571429","0,975","0,975"
"0,08333333333","0,9814814815","0,9814814815"
"0,375","0,9423076923","0,9423076923"
"0,1111111111","0,9795918367","0,9795918367"
"0,2","0,96875","0,96875"
0,1,1
0,1,1
"0,08333333333","0,9888888889","0,9888888889"
"0,1","0,9444444444","0,9444444444"
"0,1","0,9795918367","0,9795918367"
"0,1111111111","0,9807692308","0,9807692308"
0,1,1
"0,1111111111","0,9811320755","0,9811320755"
0,1,1
"0,3333333333","0,9333333333","0,9333333333"
"0,09090909091","0,9814814815","0,9814814815"
"0,5","0,8461538462","0,9166666667"
"0,3","0,9574468085","0,9574468085"
0,1,1
0,1,1
"0,3333333333","0,9318181818","0,9318181818"
0,1,1
"0,125","0,9803921569","0,9803921569"
"0,2","0,962962963","0,962962963"
"0,2222222222","0,9375","0,9375"
"0,2","0,962962963","0,962962963"
"0,2222222222","0,9615384615","0,9615384615"
"0,8","0,6666666667","0,6666666667"
"0,09090909091","0,9863013699","0,9863013699"
"0,07692307692","0,9880952381","0,9880952381"
"0,1111111111","0,9787234043","0,9787234043"
"0,1111111111","0,976744186","0,976744186"
"0,1666666667","0,9722222222","0,9722222222"
"0,1666666667","0,96875","0,96875"
"0,1538461538","0,9733333333","0,9733333333"
"0,3333333333","0,9","0,9473684211"
0,1,1
"0,3333333333","0,9523809524","0,9523809524"
"0,07142857143","0,9896907216","0,9896907216"
0,1,1
"0,2","0,9705882353","0,9705882353"
"0,1111111111","0,9811320755","0,9811320755"
"0,1111111111","0,9848484848","0,9848484848"
"0,6666666667","0,8571428571","0,8571428571"
"0,2","0,9642857143","0,9642857143"
0,1,1
1,"0,8571428571","0,8571428571"
"0,07142857143","0,9864864865","0,9864864865"
0,1,1
"0,25","0,9493670886","0,9493670886"
"0,1538461538","0,9714285714","0,9714285714"
"0,08333333333","0,9841269841","0,9841269841"
"0,09090909091","0,9838709677","0,9838709677"
"0,125","0,9807692308","0,9807692308"
"0,1111111111","0,9841269841","0,9841269841"
"0,2","0,95","0,95"
0,1,1
"0,5","0,9333333333","0,9333333333"
"0,07142857143","0,9863013699","0,9863013699"
"0,07142857143","0,9864864865","0,9864864865"
0,1,1
"0,1666666667","0,9615384615","0,9615384615"
0,1,1
"0,2","0,96875","0,96875"
"0,3333333333","0,9487179487","0,9487179487"
"0,1538461538","0,9594594595","0,9594594595"
"0,1428571429","0,9761904762","0,9761904762"
0,1,1
"0,07142857143","0,9873417722","0,9873417722"
"0,3333333333","0,9411764706","0,9411764706"
"0,2857142857","0,9428571429","0,9428571429"
"0,1","0,9787234043","0,9787234043"
"0,2","0,96","0,96"
"0,1666666667","0,9710144928","0,9710144928"
"0,2","0,9545454545","0,9545454545"
"0,08333333333","0,984375","0,984375"
"0,2222222222","0,9555555556","0,9555555556"
0,1,1
"0,1","0,9803921569","0,9803921569"
"0,1428571429","0,9772727273","0,9772727273"
"0,1","0,9811320755","0,9811320755"
"0,3333333333","0,9508196721","0,9508196721"
"0,3333333333","0,875","0,9333333333"
"0,2","0,9714285714","0,9714285714"
"0,07142857143","0,9838709677","0,9838709677"
0,1,1
"0,1111111111","0,976744186","0,976744186"
"0,2857142857","0,9523809524","0,9523809524"
"0,2222222222","0,9642857143","0,9642857143"
"0,125","0,9791666667","0,9791666667"
"0,2857142857","0,9487179487","0,9487179487"
"0,2","0,962962963","0,962962963"
"0,25","0,95","0,95"
"0,25","0,9189189189","0,9189189189"
"0,25","0,9130434783","0,9130434783"
0,1,1
"0,1111111111","0,9807692308","0,9807692308"
"0,2142857143","0,9583333333","0,9583333333"
"0,09090909091","0,9827586207","0,9827586207"
"0,3636363636","0,9444444444","0,9444444444"
"0,25","0,95","0,95"
"0,08333333333","0,9857142857","0,9857142857"
0,1,1
"0,1538461538","0,9705882353","0,9705882353"
"0,1428571429","0,9743589744","0,9743589744"
"0,1818181818","0,9666666667","0,9666666667"
"0,1111111111","0,9811320755","0,9811320755"
"0,125","0,972972973","0,972972973"
"0,1","0,9791666667","0,9791666667"
"0,5","0,9230769231","0,9230769231"
"0,08333333333","0,9838709677","0,9838709677"
"0,4","0,9166666667","0,9166666667"
0,1,1
"0,1","0,9803921569","0,9803921569"
"0,2222222222","0,9523809524","0,9523809524"
"0,4","0,9130434783","0,9130434783"
"0,2","0,962962963","0,962962963"
"0,3333333333","0,94","0,94"
"0,1111111111","0,9782608696","0,9782608696"
"0,2","0,9285714286","0,9285714286"
"0,1428571429","0,9777777778","0,9777777778"
"0,08333333333","0,984375","0,984375"
0,1,1
"0,1428571429","0,9777777778","0,9777777778"
"0,25","0,9523809524","0,9523809524"
"0,1428571429","0,9666666667","0,9666666667"
"0,1","0,9811320755","0,9811320755"
"0,3333333333","0,8421052632","0,8888888889"
"0,1666666667","0,9666666667","0,9666666667"
0,1,1
0,1,1
0,1,1
"0,2","0,9642857143","0,9642857143"
1,"0,4666666667","0,4666666667"
"0,25","0,9375","0,9375"
"0,3333333333","0,7692307692","0,7692307692"
"0,09090909091","0,9838709677","0,9838709677"
0,1,1
"0,1666666667","0,972972973","0,972972973"
"0,3333333333","0,9444444444","0,9444444444"
0,1,1
"0,25","0,9523809524","0,9523809524"
0,1,1
0,1,1
"0,1111111111","0,9818181818","0,9818181818"
"0,7142857143","0,8333333333","0,8333333333"
"0,125","0,9761904762","0,9761904762"
"0,07692307692","0,988372093","0,988372093"
"0,1666666667","0,9855072464","0,9855072464"
"0,2","0,9583333333","0,9583333333"
"0,1666666667","0,9791666667","0,9791666667"
"0,3333333333","0,9636363636","0,9636363636"
"0,1428571429","0,9761904762","0,9761904762"
"0,1666666667","0,9677419355","0,9677419355"
"1,5","0,4716981132","0,4716981132"
"0,4444444444","0,8947368421","0,8947368421"
"0,125","0,9827586207","0,9827586207"
0,1,1
"0,2","0,9705882353","0,9705882353"
0,1,1
"0,1111111111","0,9777777778","0,9777777778"
"0,1428571429","0,9756097561","0,9756097561"
"0,1428571429","0,9705882353","0,9705882353"
"0,2857142857","0,975","0,975"
"0,1666666667","0,9677419355","0,9677419355"
"0,1","0,9830508475","0,9830508475"
"0,07692307692","0,9873417722","0,9873417722"
"0,2","0,96","0,96"
0,1,1
"0,1428571429","0,9714285714","0,9714285714"
"0,1428571429","0,9583333333","0,9583333333"
"0,3333333333","0,9565217391","0,9565217391"
"0,25","0,9523809524","0,9523809524"
"0,2142857143","0,9189189189","0,9189189189"
0,1,1
"0,1428571429","0,9696969697","0,9696969697"
"0,09090909091","0,9787234043","0,9787234043"
"0,3333333333","0,9032258065","0,9032258065"
"0,1428571429","0,9705882353","0,9705882353"
0,1,1
0,1,1
"0,5","0,9230769231","0,9230769231"
"0,1666666667","0,96875","0,96875"
"0,07142857143","0,987804878","0,987804878"
"0,2","0,9545454545","0,9545454545"
"0,5","0,9375","0,9375"
0,1,1
"0,1","0,9787234043","0,9787234043"
"0,09090909091","0,9838709677","0,9838709677"
"0,1","0,9830508475","0,9830508475"
0,1,1
"0,2307692308","0,9565217391","0,9565217391"
"0,2","0,9677419355","0,9677419355"
"0,1666666667","0,9538461538","0,9538461538"
"0,3333333333","0,9473684211","0,9473684211"
"0,1666666667","0,9666666667","0,9666666667"
"0,1666666667","0,9722222222","0,9722222222"
"0,1428571429","0,9777777778","0,9777777778"
"0,07142857143","0,9855072464","0,9855072464"
"0,1666666667","0,9705882353","0,9705882353"
"0,2","0,9615384615","0,9615384615"
"0,2","0,962962963","0,962962963"
0,1,1
"0,2","0,9565217391","0,9565217391"
"0,2","0,9666666667","0,9666666667"
0,1,1
"0,5","0,9473684211","0,9473684211"
"0,25","0,8064516129","0,8064516129"
"0,07692307692","0,9852941176","0,9852941176"
"0,25","0,9523809524","0,9523809524"
"0,4","0,8823529412","0,9090909091"
"0,3076923077","0,953125","0,953125"
"0,1111111111","0,9821428571","0,9821428571"
"0,1666666667","0,972972973","0,972972973"
"0,5","0,9310344828","0,9310344828"
"0,125","0,975","0,975"
"0,4","0,76","0,76"
"0,1111111111","0,98","0,98"
"0,1666666667","0,9791666667","0,9791666667"
0,1,1
"0,125","0,9743589744","0,9743589744"
"0,1111111111","0,9811320755","0,9811320755"
"0,1","0,9811320755","0,9811320755"
"0,25","0,9565217391","0,9565217391"
"0,2","0,9565217391","0,9565217391"
"0,1","0,9841269841","0,9841269841"
"0,3333333333","0,8823529412","0,8823529412"
"0,25","0,9583333333","0,9583333333"
0,1,1
"0,1111111111","0,9743589744","0,9743589744"
0,1,1
"0,1666666667","0,9655172414","0,9655172414"
"0,1666666667","0,9726027397","0,9726027397"
"0,3076923077","0,7142857143","0,9782608696"
"0,1428571429","0,9090909091","0,9090909091"
"0,1818181818","0,9682539683","0,9682539683"
0,1,1
"0,1666666667","0,9642857143","0,9642857143"
0,1,1
"0,2","0,9705882353","0,9705882353"
"0,5","0,9655172414","0,9655172414"
"0,1818181818","0,9642857143",1
"0,125","0,972972973","0,972972973"
"0,2","0,96","0,96"
0,1,1
0,1,1
"0,1111111111","0,9772727273","0,9772727273"
"0,3333333333","0,9230769231","0,9230769231"
"0,2727272727","0,9589041096","0,9589041096"
"0,07692307692","0,9848484848","0,9848484848"
"0,1666666667","0,9677419355","0,9677419355"
"0,1428571429","0,9756097561","0,9756097561"
0,1,1
"0,2","0,95","0,95"
"0,1666666667","0,9428571429","0,9705882353"
"0,1","0,9803921569","0,9803921569"
"0,125","0,9782608696","0,9782608696"
"0,1428571429","0,9696969697","0,9696969697"
"0,25","0,9523809524","0,9523809524"
"0,1","0,9803921569","0,9803921569"
"0,07142857143","0,9850746269","0,9850746269"
"0,1666666667","0,9642857143","0,9642857143"
0,1,1
"0,125","0,9761904762","0,9761904762"
"0,2222222222","0,9649122807","0,9649122807"
"0,1666666667","0,9682539683","0,9682539683"
"0,25","0,95","0,95"
"0,5","0,9411764706","0,9411764706"
"0,125","0,9736842105","0,9736842105"
"0,09090909091","0,985915493","0,985915493"
"0,1428571429","0,972972973","0,972972973"
"0,25","0,9333333333","0,9333333333"
"0,25","0,95","0,95"
"0,1","0,9811320755","0,9811320755"
"0,1538461538","0,972972973","0,972972973"
"0,6666666667","0,8421052632","0,8421052632"
"0,25","0,962962963","0,962962963"
"0,1","0,9830508475","0,9830508475"
"0,07692307692","0,9848484848","0,9848484848"
"0,125","0,9814814815","0,9814814815"
"0,125","0,9814814815","0,9814814815"
"0,25","0,96","0,96"
"0,25","0,8409090909","0,8409090909"
"0,1","0,9777777778","0,9777777778"
"0,2","0,9642857143","0,9642857143"
"0,1666666667","0,9736842105","0,9736842105"
"0,1666666667","0,9696969697","0,9696969697"
0,1,1
"0,1","0,9841269841","0,9841269841"
"0,3333333333","0,9464285714","0,9464285714"
"0,1666666667","0,9818181818","0,9818181818"
"0,09090909091","0,98","0,98"
"0,25","0,9473684211","0,9473684211"
"0,3333333333","0,9444444444","0,9444444444"
"0,6666666667","0,3333333333","0,3333333333"
"0,2222222222","0,94","0,94"
"0,1111111111","0,9833333333","0,9833333333"
"0,1666666667","0,9666666667","0,9666666667"
